File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Fraunhofer_reference_log	Fraunhofer_reference_log Error 	Ring_Spectrum	Ring_Spectrum Error 	convolution_result_H2O	convolution_result_H2O Error 	convolution_result_NO2	convolution_result_NO2 Error 	convolution_result_O3	convolution_result_O3 Error 	convolution_result_O4	convolution_result_O4 Error 	
-1	04.06.2022	12:52:36	31.9	1.1780180475707598	0.00092741	-1.0083	0.0012025	2.8209e+24	1.1272e+24	-5.6326e+22	1.9763e+22	-6.3951e+15	1.283e+15	1.009e+18	3.9394e+18	-1.1255e+43	8.2426e+42	
-1	04.06.2022	12:55:36	32.2	1.1821969306400415	0.00087771	-1.0102	0.0011697	2.8222e+24	1.0965e+24	-5.1306e+22	1.9267e+22	-6.2196e+15	1.2486e+15	2.0286e+18	3.836e+18	-1.4754e+43	8.0124e+42	
-1	04.06.2022	12:58:36	32.6	1.1865397193740332	0.00088444	-1.009	0.001174	2.6747e+24	1.1004e+24	-5.6277e+22	1.9272e+22	-5.9673e+15	1.2528e+15	1.2005e+18	3.8452e+18	-1.313e+43	8.0565e+42	
-1	04.06.2022	13:01:36	32.9	1.1910489531356991	0.00088176	-1.0083	0.0011726	2.9328e+24	1.1002e+24	-5.3635e+22	1.9277e+22	-6.2474e+15	1.2511e+15	2.472e+18	3.8436e+18	-1.5173e+43	8.0316e+42	
-1	04.06.2022	13:04:36	33.2	1.195727288326287	0.00092851	-1.0048	0.0012033	3.8926e+24	1.1288e+24	-4.1981e+22	1.9788e+22	-5.5846e+15	1.2838e+15	7.6632e+17	3.9441e+18	-1.1521e+43	8.2424e+42	
-1	04.06.2022	13:07:36	33.6	1.200577498878907	0.00092062	-1.0014	0.0011992	4.4974e+24	1.1265e+24	-3.8964e+22	1.9708e+22	-5.702e+15	1.2791e+15	1.9165e+18	3.9317e+18	-1.0873e+43	8.1963e+42	
-1	04.06.2022	13:10:36	34	1.2056024866514639	0.00098568	-1.0084	0.001241	3.6857e+24	1.166e+24	-1.6969e+22	2.0413e+22	-5.231e+15	1.3236e+15	3.0277e+18	4.07e+18	-8.8418e+42	8.4767e+42	
-1	04.06.2022	13:13:36	34.3	1.2108052815191022	0.0009955	-1.0051	0.0012425	4.5803e+24	1.1688e+24	1.1525e+22	2.0669e+22	-4.4637e+15	1.3383e+15	2.3724e+18	4.0495e+18	-3.5166e+42	8.4787e+42	
-1	04.06.2022	13:16:35	34.7	1.2161586314208837	0.00087346	-1.0034	0.0011605	4.0688e+24	1.0925e+24	4.9495e+21	1.9403e+22	-4.308e+15	1.2567e+15	-4.9336e+17	3.7655e+18	-3.8402e+42	7.9536e+42	
-1	04.06.2022	13:19:35	35.1	1.2217256374537415	0.00093133	-1.0064	0.001206	4.0417e+24	1.1327e+24	-1.3831e+22	1.9882e+22	-3.9615e+15	1.2876e+15	2.7984e+18	3.9572e+18	-7.968e+42	8.2275e+42	
-1	04.06.2022	13:22:35	35.4	1.2274803404492336	0.0010065	-1.008	0.0012542	3.9311e+24	1.1785e+24	-3.7114e+22	2.0587e+22	-4.6827e+15	1.3378e+15	2.1488e+18	4.1104e+18	-1.0427e+43	8.5694e+42	
-1	04.06.2022	13:25:35	35.8	1.2334263348418164	0.00098127	-1.0006	0.0012374	4.5213e+24	1.1622e+24	-3.7282e+22	2.0304e+22	-4.3879e+15	1.3204e+15	1.3104e+18	4.0541e+18	-1.0984e+43	8.4706e+42	
-1	04.06.2022	13:28:35	36.2	1.2395673696024678	0.0010941	-1.0058	0.0013061	4.5348e+24	1.2252e+24	-4.1433e+22	2.1447e+22	-5.216e+15	1.3934e+15	1.3094e+18	4.2782e+18	-1.1505e+43	8.9533e+42	
-1	04.06.2022	13:31:35	36.6	1.2459073498872288	0.0011338	-1.0051	0.0013304	4.7988e+24	1.2498e+24	-3.7615e+22	2.1806e+22	-5.2815e+15	1.4198e+15	2.3194e+18	4.3575e+18	-1.3681e+43	9.1054e+42	
-1	04.06.2022	13:34:35	37	1.252450351530465	0.0011373	-1.0032	0.0013326	4.4859e+24	1.2521e+24	-3.9359e+22	2.1966e+22	-5.6026e+15	1.4224e+15	3.4923e+18	4.3711e+18	-1.1527e+43	9.0966e+42	
-1	04.06.2022	13:37:35	37.4	1.2592006222452743	0.001154	-1.003	0.0013419	4.3184e+24	1.2602e+24	-4.8468e+22	2.2046e+22	-5.4371e+15	1.4315e+15	2.9299e+18	4.3977e+18	-1.0631e+43	9.1847e+42	
-1	04.06.2022	13:40:35	37.8	1.2661625915727244	0.0011673	-1.0055	0.0013511	4.7628e+24	1.2696e+24	-3.3109e+22	2.2142e+22	-5.4269e+15	1.4414e+15	2.2747e+18	4.4259e+18	-1.2646e+43	9.2289e+42	
-1	04.06.2022	13:43:35	38.2	1.2733408720123816	0.0011979	-1.0028	0.0013665	4.8837e+24	1.2836e+24	-2.9062e+22	2.2595e+22	-5.3534e+15	1.4616e+15	2.2683e+18	4.4779e+18	-1.4165e+43	9.3236e+42	
-1	04.06.2022	13:46:35	38.7	1.2807402761696027	0.0012056	-1.0022	0.0013737	4.551e+24	1.2913e+24	-3.7874e+22	2.2549e+22	-5.5447e+15	1.4646e+15	2.0248e+18	4.502e+18	-9.9745e+42	9.3711e+42	
-1	04.06.2022	13:49:35	39.1	1.28836581890665	0.0012304	-1.0041	0.0013884	4.7078e+24	1.3047e+24	-3.3427e+22	2.2797e+22	-5.4669e+15	1.4802e+15	2.2649e+18	4.5508e+18	-1.1619e+43	9.46e+42	
-1	04.06.2022	13:52:35	39.5	1.2962227293479065	0.0012701	-1.0056	0.0014091	4.7219e+24	1.3238e+24	-2.7217e+22	2.3214e+22	-5.2254e+15	1.5046e+15	3.3474e+18	4.6209e+18	-1.3079e+43	9.599e+42	
-1	04.06.2022	13:55:35	39.9	1.3043164531386149	0.001214	-0.99611	0.00137	6.6655e+24	1.2907e+24	-2.0827e+22	2.2826e+22	-5.4327e+15	1.4812e+15	-2.438e+18	4.4246e+18	-3.2679e+42	9.3288e+42	
-1	04.06.2022	13:58:35	40.4	1.3126526727075343	0.0011787	-0.99352	0.0013577	6.6951e+24	1.2735e+24	-2.635e+22	2.2128e+22	-4.9008e+15	1.4527e+15	-1.3188e+18	4.4527e+18	-3.6899e+42	9.2902e+42	
-1	04.06.2022	14:01:35	40.8	1.3212373107433442	0.0013017	-0.99997	0.0014285	5.779e+24	1.3419e+24	-2.3798e+22	2.3462e+22	-5.0238e+15	1.5232e+15	1.3528e+18	4.6832e+18	-7.8813e+42	9.7215e+42	
-1	04.06.2022	14:04:35	41.3	1.3300765448652774	0.0014822	-1.0054	0.0015222	5.0937e+24	1.4309e+24	-2.1233e+22	2.5062e+22	-4.9974e+15	1.6236e+15	4.2984e+18	4.9911e+18	-1.4016e+43	1.0387e+43	
-1	04.06.2022	14:07:35	41.7	1.339176811324695	0.0014732	-1.0051	0.0015154	5.3059e+24	1.4234e+24	-2.1253e+22	2.5073e+22	-5.233e+15	1.621e+15	4.5601e+18	4.964e+18	-1.3528e+43	1.0346e+43	
-1	04.06.2022	14:10:35	42.1	1.34854482920475	0.0014893	-1.0041	0.0015245	5.3071e+24	1.4322e+24	-2.585e+22	2.519e+22	-5.1961e+15	1.6319e+15	4.7527e+18	4.988e+18	-8.256e+42	1.0375e+43	
-1	04.06.2022	14:13:35	42.6	1.3581876078354327	0.0015224	-1.0054	0.0015407	5.6169e+24	1.4474e+24	-2.4243e+22	2.5501e+22	-5.0386e+15	1.6485e+15	4.3521e+18	5.0443e+18	-1.1732e+43	1.0514e+43	
-1	04.06.2022	14:16:35	43	1.3681124539124216	0.0015762	-1.0062	0.0015661	6.0369e+24	1.4729e+24	-1.0058e+22	2.6017e+22	-4.6391e+15	1.6827e+15	4.2431e+18	5.1104e+18	-1.3908e+43	1.0683e+43	
-1	04.06.2022	14:19:35	43.5	1.3783269992146305	0.001644	-1.0069	0.0015992	5.5249e+24	1.5046e+24	-2.048e+22	2.6539e+22	-4.8945e+15	1.7191e+15	4.4722e+18	5.2132e+18	-1.0163e+43	1.0889e+43	
-1	04.06.2022	14:22:35	43.9	1.388839207602737	0.0016755	-1.0047	0.0016189	6.0566e+24	1.5145e+24	-1.588e+22	2.677e+22	-4.4411e+15	1.7327e+15	7.5175e+17	5.2843e+18	-1.1508e+43	1.1063e+43	
-1	04.06.2022	14:25:35	44.4	1.3996573962640888	0.0017362	-1.0067	0.00165	5.7328e+24	1.5471e+24	-1.3121e+22	2.7139e+22	-4.2583e+15	1.7661e+15	6.3427e+18	5.3988e+18	-1.1864e+43	1.117e+43	
-1	04.06.2022	14:28:35	44.9	1.4107902436308677	0.0017877	-1.006	0.0016736	6.49e+24	1.571e+24	-1.0461e+22	2.7603e+22	-4.6569e+15	1.7954e+15	4.6453e+18	5.455e+18	-1.1282e+43	1.1319e+43	
-1	04.06.2022	14:31:35	45.3	1.422246822592844	0.0018405	-1.0045	0.0016951	6.255e+24	1.5932e+24	-2.4761e+22	2.7987e+22	-4.6604e+15	1.8128e+15	5.9708e+18	5.5505e+18	-1.0451e+43	1.1543e+43	
-1	04.06.2022	14:34:35	45.8	1.434036610956675	0.0018744	-1.0036	0.0017086	5.8443e+24	1.6053e+24	-1.47e+22	2.8424e+22	-4.303e+15	1.8393e+15	3.545e+18	5.5544e+18	-9.1611e+42	1.1676e+43	
-1	04.06.2022	14:37:35	46.3	1.4461695178020606	0.0018758	-1.0046	0.0017102	6.4098e+24	1.6079e+24	-7.1764e+21	2.8371e+22	-4.7111e+15	1.8343e+15	3.1062e+18	5.585e+18	-1.0275e+43	1.1661e+43	
-1	04.06.2022	14:40:35	46.7	1.4586558952051392	0.0016818	-0.99619	0.001583	8.6789e+24	1.5069e+24	-4.3332e+22	2.7135e+22	-8.7931e+15	1.7497e+15	-1.3522e+18	4.1506e+18	1.7539e+43	1.0801e+43	
-1	04.06.2022	14:43:35	47.2	1.4715065786642712	0.0017405	-0.99479	0.0016085	8.8019e+24	1.5334e+24	-6.3894e+22	2.5736e+22	1.7335e+15	1.7482e+15	1.2584e+19	5.8262e+18	1.4698e+42	1.0928e+43	
-1	04.06.2022	14:46:34	47.7	1.4846583637465753	0.001707	-0.99406	0.0016003	9.337e+24	1.5187e+24	-5.8263e+22	2.7268e+22	-8.8282e+15	1.7732e+15	4.3642e+17	4.227e+18	1.6514e+43	1.0873e+43	
-1	04.06.2022	14:49:34	48.1	1.4982700061769538	0.0018298	-0.99646	0.0016474	7.8885e+24	1.5725e+24	-5.6838e+22	2.7029e+22	1.1762e+13	1.8075e+15	4.715e+18	5.6725e+18	5.7984e+42	1.1105e+43	
-1	04.06.2022	14:52:34	48.6	1.5122814978918504	0.0019434	-1.0062	0.0017089	6.3283e+24	1.6301e+24	4.4517e+22	2.9667e+22	9.5776e+15	1.8798e+15	3.2167e+18	5.2247e+18	-3.531e+43	1.2123e+43	
-1	04.06.2022	14:55:34	49.1	1.526705848199122	0.0022285	-1.0083	0.0018691	7.2882e+24	1.7551e+24	-2.9513e+21	3.0809e+22	-3.0047e+15	2.0022e+15	5.6737e+18	6.0981e+18	-1.2262e+43	1.2649e+43	
-1	04.06.2022	14:58:34	49.6	1.5415566861038186	0.0021706	-1.0069	0.0018034	6.3861e+24	1.7277e+24	4.3217e+22	3.1397e+22	1.0314e+16	1.9851e+15	3.8476e+18	5.5619e+18	-3.6734e+43	1.2836e+43	
-1	04.06.2022	15:01:34	50	1.5568483025795268	0.0023046	-1.0077	0.0018954	6.5163e+24	1.7836e+24	4.6651e+20	3.1452e+22	-2.953e+15	2.034e+15	6.1156e+18	6.1847e+18	-1.3629e+43	1.2919e+43	
-1	04.06.2022	15:04:34	50.5	1.5725956752677472	0.0023049	-1.0134	0.0018971	6.0904e+24	1.7833e+24	1.6238e+22	3.1452e+22	-2.1891e+15	2.0328e+15	6.082e+18	6.196e+18	-1.0141e+43	1.2938e+43	
-1	04.06.2022	15:07:34	51	1.5888145302005303	0.0023379	-1.0128	0.0019154	5.8824e+24	1.7953e+24	4.6114e+21	3.1502e+22	-1.6315e+15	2.0562e+15	8.0606e+18	6.2494e+18	-9.7961e+42	1.2919e+43	
-1	04.06.2022	15:10:34	51.5	1.6055213723632529	0.0023287	-1.0153	0.0019124	5.4517e+24	1.7901e+24	8.6996e+21	3.1677e+22	-1.9929e+15	2.0517e+15	4.4631e+18	6.21e+18	-1.0844e+43	1.304e+43	
-1	04.06.2022	15:13:33	52	1.6226364889047622	0.0023681	-1.0134	0.0018816	6.3578e+24	1.7932e+24	2.2875e+22	3.0472e+22	3.9651e+15	2.0228e+15	1.65e+18	6.4037e+18	-9.9534e+42	1.3049e+43	
-1	04.06.2022	15:16:34	52.4	1.6404692422182559	0.0027463	-1.0153	0.0020669	8.5643e+24	1.9424e+24	4.5329e+22	3.4476e+22	-1.149e+15	2.2356e+15	4.9644e+18	6.6741e+18	-4.587e+42	1.4151e+43	
-1	04.06.2022	15:19:34	52.9	1.6587476325783332	0.0026428	-1.0098	0.0020424	1.0133e+25	1.9126e+24	9.0779e+22	3.2515e+22	3.4033e+14	2.1748e+15	-5.5591e+18	6.7531e+18	-3.9601e+42	1.4015e+43	
-1	04.06.2022	15:22:34	53.4	1.6775888613252452	0.0024001	-0.99977	0.0019544	1.1558e+25	1.8161e+24	1.0263e+23	3.2433e+22	1.0489e+14	2.1159e+15	-1.5046e+18	6.211e+18	1.0212e+42	1.3324e+43	
-1	04.06.2022	15:25:33	53.9	1.696904552282792	0.0025395	-0.99152	0.0020109	1.3156e+25	1.8619e+24	9.6842e+22	3.3636e+22	7.8578e+14	2.2291e+15	-5.0419e+17	5.9601e+18	8.233e+42	1.3756e+43	
-1	04.06.2022	15:28:33	54.4	1.7169327497487215	0.002687	-0.99165	0.0020369	1.3211e+25	1.923e+24	4.3543e+22	3.4024e+22	-2.6776e+15	2.2034e+15	3.6687e+17	6.5941e+18	4.1318e+42	1.3926e+43	
-1	04.06.2022	15:31:33	54.9	1.7375907112211346	0.0026562	-0.99428	0.0020143	1.2094e+25	1.8995e+24	7.9249e+22	3.4587e+22	1.0328e+16	2.2102e+15	3.2855e+18	6.1418e+18	-3.1394e+43	1.4153e+43	
-1	04.06.2022	15:34:33	55.4	1.7589032399757236	0.0028414	-0.99912	0.0020584	1.105e+25	1.9678e+24	2.8033e+21	3.1407e+22	6.5277e+15	2.123e+15	2.2118e+19	8.2121e+18	-1.5419e+43	1.4496e+43	
-1	04.06.2022	15:37:33	55.8	1.7808965103588321	0.0030895	-1.008	0.0021772	9.154e+24	2.0623e+24	2.4774e+22	3.5132e+22	4.7376e+15	2.3285e+15	5.8976e+18	7.3214e+18	-1.7261e+43	1.4947e+43	
-1	04.06.2022	15:40:33	56.3	1.803598141260092	0.0030971	-1.0097	0.0021563	9.8708e+24	2.0531e+24	1.4465e+22	3.5138e+22	4.5855e+15	2.3168e+15	5.642e+18	7.3268e+18	-7.3122e+42	1.4793e+43	
-1	04.06.2022	15:43:32	56.8	1.8269050165668659	0.0030462	-1.0022	0.0021416	1.1266e+25	2.052e+24	5.6672e+22	3.4215e+22	4.5589e+15	2.2655e+15	-3.8878e+18	7.2487e+18	-1.5559e+43	1.4977e+43	
-1	04.06.2022	15:46:32	57.3	1.8511082588110779	0.0031536	-1.0028	0.0021571	1.0222e+25	2.0828e+24	2.969e+22	3.3686e+22	4.0434e+15	2.2787e+15	2.0698e+18	7.9889e+18	-1.1871e+43	1.5048e+43	
-1	04.06.2022	15:49:32	57.8	1.876112383230028	0.0032524	-1.0064	0.002206	9.6746e+24	2.1039e+24	3.1486e+22	3.5765e+22	5.4503e+15	2.3723e+15	7.5183e+17	7.5077e+18	-6.4211e+42	1.5264e+43	
-1	04.06.2022	15:52:32	58.3	1.901951935487279	0.003311	-1.0087	0.002247	1.0886e+25	2.1438e+24	5.3228e+22	3.5723e+22	4.3181e+15	2.3652e+15	-4.2929e+18	7.5338e+18	-1.6917e+43	1.5638e+43	
-1	04.06.2022	15:55:32	58.8	1.928663536850995	0.0033321	-1.005	0.0022409	1.0737e+25	2.1381e+24	4.6646e+22	3.6154e+22	5.8667e+15	2.3959e+15	-1.9889e+18	7.5597e+18	-1.2665e+43	1.5564e+43	
-1	04.06.2022	15:58:32	59.3	1.9562860156739101	0.0034425	-1.0084	0.0022778	1.0135e+25	2.1629e+24	4.1262e+22	4.0078e+22	1.5151e+15	2.5382e+15	2.7541e+18	5.805e+18	-6.1231e+42	1.5845e+43	
-1	04.06.2022	16:01:32	59.7	1.984860586753563	0.0033484	-1.0104	0.0022387	1.0071e+25	2.1336e+24	-6.1734e+22	3.8409e+22	-1.1865e+16	2.4629e+15	1.2159e+18	5.7253e+18	3.1726e+43	1.5212e+43	
-1	04.06.2022	16:04:32	60.2	2.0144310085814823	0.0035372	-1.01	0.0023605	1.0321e+25	2.2063e+24	4.2127e+22	3.922e+22	-1.007e+15	2.5523e+15	1.7347e+18	7.563e+18	-6.1955e+42	1.6115e+43	
-1	04.06.2022	16:07:31	60.7	2.044870782426082	0.003529	-1.0093	0.0022988	1.0507e+25	2.1924e+24	2.5604e+22	3.7225e+22	5.8954e+15	2.4697e+15	2.7633e+18	7.8145e+18	-5.168e+42	1.5922e+43	
-1	04.06.2022	16:10:31	61.2	2.076569294276963	0.0035769	-1.0093	0.0023728	1.0202e+25	2.2188e+24	4.3308e+22	3.9426e+22	-4.6193e+14	2.5651e+15	3.6814e+18	7.6088e+18	-4.831e+42	1.62e+43	
-1	04.06.2022	16:13:31	61.7	2.1094121575629123	0.0033779	-1.0109	0.0022556	8.8618e+24	2.1504e+24	7.7923e+22	3.909e+22	1.3379e+16	2.4838e+15	7.8959e+18	6.7594e+18	-3.0752e+43	1.5948e+43	
-1	04.06.2022	16:16:31	62.2	2.1434555626821625	0.0036351	-1.0094	0.002376	1.0459e+25	2.2424e+24	3.8069e+22	3.9765e+22	-1.7305e+15	2.5709e+15	3.1554e+18	7.6363e+18	1.5131e+42	1.6271e+43	
-1	04.06.2022	16:19:31	62.7	2.178759497056041	0.0034472	-1.0125	0.0022806	8.6694e+24	2.1707e+24	7.9483e+22	3.9471e+22	1.3508e+16	2.5114e+15	9.1576e+18	6.8039e+18	-3.301e+43	1.61e+43	
-1	04.06.2022	16:22:31	63.2	2.2153880358248954	0.0036649	-1.0113	0.002398	1.0229e+25	2.2543e+24	5.1914e+22	3.8827e+22	8.9693e+14	2.5565e+15	2.7253e+16	7.8308e+18	-2.097e+42	1.6497e+43	
-1	04.06.2022	16:25:31	63.7	2.25340971044654	0.0037532	-1.0117	0.0024264	1.0382e+25	2.2765e+24	6.9456e+22	3.9137e+22	5.1011e+14	2.5899e+15	-1.6653e+18	7.9315e+18	-4.4652e+42	1.6717e+43	
-1	04.06.2022	16:28:31	64.1	2.292897864494607	0.0038184	-1.0132	0.0024495	1.1052e+25	2.2924e+24	5.6707e+22	4.069e+22	5.9731e+14	2.6451e+15	5.7083e+18	7.8791e+18	-2.2002e+42	1.6725e+43	
-1	04.06.2022	16:31:31	64.6	2.3339311359560835	0.003751	-1.012	0.0024285	1.101e+25	2.2806e+24	6.8863e+22	3.9237e+22	1.0572e+15	2.5917e+15	1.1126e+18	7.9476e+18	-2.4806e+41	1.6657e+43	
-1	04.06.2022	16:34:31	65.1	2.376593912658247	0.0037491	-1.0103	0.0024291	1.0383e+25	2.28e+24	6.887e+22	3.9228e+22	7.2464e+14	2.594e+15	4.1905e+18	7.9608e+18	-3.0114e+42	1.6637e+43	
-1	04.06.2022	16:37:31	65.6	2.420976833448166	0.0038254	-1.011	0.0024502	1.0865e+25	2.3055e+24	7.7246e+22	3.9763e+22	6.795e+14	2.611e+15	8.0303e+17	8.0069e+18	1.337e+41	1.6819e+43	
-1	04.06.2022	16:40:31	66.1	2.467177438005163	0.0037172	-1.0126	0.0024155	1.1123e+25	2.2719e+24	6.7087e+22	3.9222e+22	1.5646e+15	2.5787e+15	5.6409e+18	7.9081e+18	-6.8436e+41	1.653e+43	
-1	04.06.2022	16:43:30	66.6	2.5150279233482187	0.0035812	-1.0145	0.0023232	1.0026e+25	2.213e+24	9.0642e+22	4.0235e+22	1.3218e+16	2.5602e+15	1.1619e+19	6.8898e+18	-2.3105e+43	1.6402e+43	
-1	04.06.2022	16:46:30	67.1	2.565175714013309	0.0035646	-1.0124	0.0023279	1.0672e+25	2.2038e+24	9.8275e+22	4.0086e+22	1.3373e+16	2.5618e+15	1.0816e+19	6.9404e+18	-2.0351e+43	1.6363e+43	
-1	04.06.2022	16:49:30	67.5	2.617481321031755	0.0034712	-1.0093	0.0022974	1.0833e+25	2.1749e+24	9.4773e+22	3.9556e+22	1.3673e+16	2.5285e+15	1.1174e+19	6.8405e+18	-2.0694e+43	1.6146e+43	
-1	04.06.2022	16:52:30	68	2.672077118726023	0.0038245	-1.0092	0.0024684	1.1451e+25	2.291e+24	7.8693e+22	4.0464e+22	4.6515e+15	2.634e+15	1.0007e+19	7.983e+18	7.1663e+41	1.6787e+43	
-1	04.06.2022	16:55:30	68.5	2.7291065788495272	0.0034873	-1.0118	0.002304	1.1091e+25	2.1804e+24	1.0253e+23	3.9649e+22	1.3451e+16	2.5304e+15	1.2415e+19	6.9651e+18	-1.7461e+43	1.6206e+43	
-1	04.06.2022	16:58:30	69	2.788725413774687	0.0035231	-1.0105	0.0023212	1.0843e+25	2.1899e+24	9.9611e+22	3.9827e+22	1.3716e+16	2.5484e+15	1.5301e+19	7.0324e+18	-1.8292e+43	1.629e+43	
-1	04.06.2022	17:01:29	69.5	2.850748372737041	0.0033931	-1.0103	0.0022732	1.0733e+25	2.1488e+24	1.0795e+23	3.91e+22	1.3159e+16	2.501e+15	1.3543e+19	6.7955e+18	-1.4517e+43	1.5968e+43	
-1	04.06.2022	17:04:29	69.9	2.9160519023334794	0.0037846	-1.0114	0.0024589	1.2978e+25	2.2797e+24	1.0017e+23	4.0552e+22	5.3259e+15	2.6538e+15	1.0434e+19	7.8296e+18	2.4293e+42	1.6714e+43	
-1	04.06.2022	17:07:29	70.4	2.984498359695357	0.0036617	-1.0118	0.0023671	1.2718e+25	2.2319e+24	1.0954e+23	4.0598e+22	1.3115e+16	2.5997e+15	1.4516e+19	7.1587e+18	-9.8591e+42	1.6605e+43	
-1	04.06.2022	17:10:29	70.9	3.0563074967284027	0.0034511	-1.0076	0.0022997	1.3171e+25	2.1656e+24	1.2296e+23	3.9404e+22	1.4237e+16	2.5278e+15	1.5627e+19	6.9259e+18	-1.2993e+43	1.6114e+43	
-1	04.06.2022	17:13:29	71.4	3.13172003345349	0.0034997	-1.0102	0.0023142	1.3474e+25	2.1809e+24	1.2719e+23	3.9684e+22	1.4535e+16	2.5463e+15	1.6557e+19	6.9255e+18	-1.027e+43	1.6217e+43	
-1	04.06.2022	17:16:29	71.9	3.211000141607985	0.0034949	-1.0064	0.002347	1.4714e+25	2.1783e+24	1.14e+23	3.954e+22	1.2817e+16	2.5682e+15	1.6491e+19	7.2204e+18	-6.2553e+42	1.6255e+43	
-1	04.06.2022	17:19:28	72.3	3.2939628764854674	0.0035901	-1.0075	0.002412	1.3831e+25	2.2105e+24	1.1726e+23	3.9796e+22	1.1943e+16	2.6129e+15	1.9046e+19	7.5211e+18	-4.8815e+42	1.6429e+43	
-1	04.06.2022	17:22:28	72.8	3.381854084461077	0.0035485	-1.0082	0.0024044	1.422e+25	2.1988e+24	1.244e+23	3.9515e+22	1.1901e+16	2.6013e+15	1.8842e+19	7.4924e+18	-6.2933e+41	1.6323e+43	
-1	04.06.2022	17:25:28	73.3	3.4745761474116694	0.003142	-0.98425	0.0022588	2.28e+25	2.0668e+24	1.1908e+23	3.7147e+22	1.3365e+16	2.4437e+15	1.0399e+19	7.059e+18	-1.2499e+42	1.5346e+43	
-1	04.06.2022	17:28:28	73.7	3.57252129938415	0.0031963	-0.98858	0.0022776	2.1056e+25	2.0841e+24	1.3048e+23	3.7509e+22	1.3118e+16	2.4658e+15	1.3014e+19	7.1077e+18	-9.0126e+40	1.5491e+43	
-1	04.06.2022	17:31:27	74.2	3.6755333366439267	0.0034578	-1.0033	0.0023472	1.6608e+25	2.1648e+24	1.4346e+23	3.9284e+22	1.3915e+16	2.5715e+15	1.8331e+19	7.2226e+18	-3.4113e+42	1.6174e+43	
-1	04.06.2022	17:34:27	74.7	3.785246468775802	0.0032816	-0.98857	0.0023089	2.1861e+25	2.114e+24	1.3691e+23	3.7879e+22	1.3993e+16	2.4932e+15	1.408e+19	7.2478e+18	-8.7512e+41	1.566e+43	
-1	04.06.2022	17:37:27	75.1	3.9016437794236043	0.0033201	-0.97348	0.0023119	2.6288e+25	2.1303e+24	1.5013e+23	3.7817e+22	1.4651e+16	2.4722e+15	4.0983e+18	7.4123e+18	5.0297e+42	1.5688e+43	
-1	04.06.2022	17:40:26	75.6	4.02462478001146	0.0031949	-0.98259	0.0022784	2.3485e+25	2.0842e+24	1.3036e+23	3.7448e+22	1.451e+16	2.4643e+15	1.5113e+19	7.1221e+18	5.4465e+41	1.5473e+43	
-1	04.06.2022	17:43:26	76.1	4.1562441945348585	0.0032702	-0.9791	0.0023008	2.6846e+25	2.1142e+24	1.4512e+23	3.7644e+22	1.6044e+16	2.4681e+15	7.2967e+18	7.3235e+18	9.1679e+42	1.5594e+43	
-1	04.06.2022	17:46:25	76.5	4.295801962526331	0.0033006	-0.98839	0.0023114	2.3367e+25	2.1216e+24	1.5631e+23	3.789e+22	1.5896e+16	2.4913e+15	1.2019e+19	7.3127e+18	8.8072e+42	1.5675e+43	
-1	04.06.2022	17:49:25	77	4.445727374517347	0.0033746	-0.97266	0.0023375	2.9415e+25	2.147e+24	1.4949e+23	3.8242e+22	1.8113e+16	2.5072e+15	8.6007e+18	7.4398e+18	1.0542e+43	1.5845e+43	
-1	04.06.2022	17:52:24	77.5	4.605336720485816	0.003539	-0.96674	0.0023898	3.3004e+25	2.1974e+24	1.4825e+23	3.9105e+22	1.7508e+16	2.5595e+15	4.1578e+18	7.6377e+18	7.6967e+42	1.6217e+43	
-1	04.06.2022	17:55:23	77.9	4.776551868462665	0.0035028	-0.96597	0.0023819	3.4409e+25	2.1864e+24	1.3741e+23	3.8975e+22	1.9315e+16	2.5559e+15	4.7265e+18	7.5751e+18	2.9185e+42	1.6148e+43	
-1	04.06.2022	17:58:22	78.4	4.960653296028093	0.0036696	-0.9649	0.0024374	3.4584e+25	2.2375e+24	1.4648e+23	3.9881e+22	1.9154e+16	2.6143e+15	5.6461e+18	7.7586e+18	8.0534e+39	1.6527e+43	
-1	04.06.2022	18:01:21	78.8	5.159116692997731	0.0036076	-0.96335	0.0024144	3.7122e+25	2.2183e+24	1.3356e+23	3.9515e+22	2.1534e+16	2.589e+15	7.4738e+18	7.7012e+18	4.7878e+42	1.6374e+43	
-1	04.06.2022	18:04:20	79.3	5.373651668968193	0.0038002	-0.96438	0.0024795	3.7346e+25	2.2767e+24	1.5262e+23	4.0586e+22	2.1671e+16	2.6614e+15	7.8649e+18	7.8922e+18	5.4701e+42	1.6812e+43	
-1	04.06.2022	18:07:19	79.7	5.606249993996145	0.0037696	-0.96122	0.0024605	3.8071e+25	2.2688e+24	1.631e+23	4.026e+22	2.3145e+16	2.6295e+15	5.2398e+18	7.9064e+18	4.4399e+42	1.6711e+43	
-1	04.06.2022	18:10:18	80.2	5.8592462938829835	0.003523	-0.97927	0.0023795	3.0657e+25	2.1947e+24	2.116e+23	3.8921e+22	2.4701e+16	2.5419e+15	1.2471e+19	7.6434e+18	1.8143e+43	1.6159e+43	
-1	04.06.2022	18:13:18	80.6	6.137008804894627	0.0036685	-0.96892	0.0024276	3.5596e+25	2.2389e+24	1.7465e+23	3.9719e+22	2.5486e+16	2.5944e+15	1.5413e+19	7.799e+18	1.5581e+43	1.6483e+43	
