File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Fraunhofer_reference_log	Fraunhofer_reference_log Error 	Ring_Spectrum	Ring_Spectrum Error 	convolution_result_H2O	convolution_result_H2O Error 	convolution_result_NO2	convolution_result_NO2 Error 	convolution_result_O3	convolution_result_O3 Error 	
-1	04.06.2022	18:31:12	83.3	8.52127414264414	0.64175	-1.1642	0.079765	3.8267e+23	3.9067e+23	2.3632e+26	2.154e+26	-3.7533e+17	6.0272e+17	3.4256e+19	3.057e+18	
-1	04.06.2022	18:34:11	83.7	9.103366303746938	0.58834	-1.2468	0.07683	-4.1794e+24	5.7669e+23	7.941e+26	2.147e+26	5.9723e+17	5.605e+17	3.1805e+19	2.9082e+18	
-1	04.06.2022	18:37:11	84.1	9.771879274901558	0.88697	-1.145	0.094259	1.2978e+24	8.1432e+23	1.4363e+26	2.5955e+26	-5.7345e+17	7.044e+17	3.7283e+19	3.5914e+18	
-1	04.06.2022	18:40:11	84.6	10.542785418925789	1.0395	-1.1836	0.10173	-1.1238e+24	9.3119e+23	2.5184e+26	2.7395e+26	-6.1093e+17	7.6191e+17	3.9108e+19	3.872e+18	
-1	04.06.2022	18:43:07	85	11.41978484457484	1.1099	-1.2361	0.1048	3.7314e+24	7.5023e+23	2.8856e+26	2.8301e+26	-7.6775e+17	7.8618e+17	3.8726e+19	4.0001e+18	
-1	04.06.2022	18:48:04	85.7	13.271239560019188	1.7868	-1.2176	0.13346	-8.1636e+23	1.2427e+24	3.3397e+26	3.5936e+26	-4.4369e+17	1.0106e+18	4.2647e+19	5.0716e+18	
-1	04.06.2022	18:53:03	86.4	15.834469674032462	2.4424	-1.257	0.1548	-3.9533e+24	1.6518e+24	3.7598e+26	4.1988e+26	-3.5834e+17	1.1765e+18	4.7329e+19	5.9862e+18	
-1	04.06.2022	18:58:02	87.1	19.583638442986082	3.8988	-1.2964	0.19526	2.9153e+24	2.0429e+24	4.1974e+26	5.2882e+26	-1.2326e+18	1.4889e+18	5.0175e+19	7.564e+18	
-1	04.06.2022	19:02:58	87.8	25.506795806779028	5.8694	-1.4287	0.23978	6.0088e+24	2.4143e+24	7.1298e+26	6.5252e+26	-1.4773e+18	1.8127e+18	4.9428e+19	9.2616e+18	
-1	04.06.2022	19:07:59	88.4	36.675297056605636	10.129	-1.6012	0.31718	-5.2279e+24	3.6553e+24	1.0967e+27	8.5741e+26	-4.1556e+17	2.3968e+18	5.6296e+19	1.2089e+19	
-1	04.06.2022	19:12:55	89.1	63.9042610706112	19.935	-1.8361	0.44345	-4.7774e+24	4.0311e+24	1.8709e+27	1.1977e+27	-1.1223e+18	3.2738e+18	5.8983e+19	1.6754e+19	
-1	04.06.2022	19:17:49	89.8	236.1384549774898	106.37	-1.5995	1.0198	6.0009e+24	9.5037e+24	3.303e+27	2.7469e+27	-2.9327e+18	7.6149e+18	9.6359e+19	3.89e+19	
