File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Fraunhofer_reference_log	Fraunhofer_reference_log Error 	Ring_Spectrum	Ring_Spectrum Error 	convolution_result_H2O	convolution_result_H2O Error 	convolution_result_NO2	convolution_result_NO2 Error 	convolution_result_O3	convolution_result_O3 Error 	
-1	04.06.2022	12:19:36	28.9	1.142249175431095	0.00033111	-1.0302	0.0018065	2.4797e+22	1.463e+22	6.6513e+24	4.8968e+24	-8.8372e+15	1.3521e+16	-4.4093e+17	6.9301e+16	
-1	04.06.2022	12:22:36	29.1	1.1447624706294615	0.00028046	-1.0283	0.0016672	3.0723e+22	1.5524e+22	6.0112e+24	4.5064e+24	-1.2609e+16	1.2586e+16	-4.3969e+17	6.3498e+16	
-1	04.06.2022	12:25:36	29.4	1.1474185522857314	0.00028516	-1.0276	0.0016768	1.5002e+22	1.7899e+22	4.056e+24	4.5388e+24	-9.2221e+15	1.2723e+16	-3.9204e+17	6.4482e+16	
-1	04.06.2022	12:28:36	29.6	1.150218874251318	0.00033194	-1.029	0.0018046	2.1157e+22	9.4798e+21	8.904e+24	4.8946e+24	-2.1227e+15	1.3551e+16	-4.0082e+17	6.9045e+16	
-1	04.06.2022	12:31:36	29.9	1.1531649773641948	0.00036292	-1.0327	0.0018724	4.3053e+22	1.8122e+22	5.8386e+24	5.0617e+24	-2.159e+16	1.4533e+16	-4.6375e+17	7.2501e+16	
-1	04.06.2022	12:34:37	30.1	1.1562760898066706	0.00029675	-1.0307	0.0016847	-2.1428e+23	1.3137e+23	4.1978e+24	4.5093e+24	-1.4968e+16	1.3041e+16	-4.4098e+17	6.5246e+16	
-1	04.06.2022	12:37:37	30.4	1.159519562700891	0.00022105	-1.0135	0.0014567	3.1591e+22	1.3427e+22	-2.1151e+24	3.8797e+24	-1.7573e+16	1.1402e+16	-2.0028e+17	5.5996e+16	
-1	04.06.2022	12:40:37	30.7	1.1629139864799318	0.00022748	-1.0236	0.0014728	-3.8456e+21	1.8328e+22	2.8369e+24	3.8895e+24	-1.0945e+16	1.1505e+16	-2.7898e+17	5.8951e+16	
-1	04.06.2022	12:43:37	31	1.1664612671951693	0.00015564	-1.0219	0.001174	-1.6934e+22	1.1407e+22	2.1019e+24	3.1533e+24	-2.4655e+15	8.9671e+15	1.5214e+17	4.9274e+16	
-1	04.06.2022	12:46:37	31.3	1.1701634109884755	0.00019918	-1.0163	0.0012507	-5.6553e+22	1.5042e+22	-3.0835e+24	2.9318e+24	-2.8938e+16	1.0757e+16	1.0215e+17	5.3884e+16	
-1	04.06.2022	12:49:37	31.6	1.1740225238371287	0.00018229	-1.0231	0.0011945	1.8471e+22	1.052e+22	1.5397e+25	3.3917e+24	4.5306e+15	9.474e+15	-1.2157e+17	5.0612e+16	
-1	04.06.2022	12:52:36	31.9	1.1780180475707598	0.00020922	-1.0285	0.0014836	2.0114e+22	1.4379e+22	3.3493e+24	3.9596e+24	-2.6921e+16	1.0664e+16	-8.9552e+16	5.621e+16	
-1	04.06.2022	12:55:36	32.2	1.1821969306400415	0.00022343	-1.0317	0.0013416	3.2151e+22	1.4151e+22	1.2818e+25	3.8009e+24	2.713e+14	1.1439e+16	1.4539e+17	5.529e+16	
-1	04.06.2022	12:58:36	32.6	1.1865397193740332	0.00023715	-1.0333	0.0014124	2.1543e+22	1.283e+22	1.4905e+25	3.9837e+24	1.6184e+16	1.1694e+16	4.7112e+16	5.6491e+16	
-1	04.06.2022	13:01:36	32.9	1.1910489531356991	0.00018701	-1.0292	0.0012395	2.9324e+22	1.3983e+22	9.2316e+24	3.5137e+24	-8.5559e+14	1.0416e+16	1.139e+17	5.0154e+16	
-1	04.06.2022	13:04:36	33.2	1.195727288326287	0.00020772	-1.0203	0.0013296	-1.368e+22	1.3235e+22	-4.5922e+24	3.4899e+24	-2.2557e+16	1.1035e+16	2.2393e+17	5.4789e+16	
-1	04.06.2022	13:07:36	33.6	1.200577498878907	0.00027329	-1.0132	0.0015031	-2.2854e+22	1.4727e+22	-3.4929e+24	3.831e+24	-3.3636e+16	1.2659e+16	3.4696e+17	6.2719e+16	
-1	04.06.2022	13:10:36	34	1.2056024866514639	0.00035351	-1.0433	0.0018249	4.5043e+22	1.877e+22	1.9284e+25	4.9747e+24	-1.5455e+16	1.4382e+16	1.0416e+17	7.2209e+16	
-1	04.06.2022	13:13:36	34.3	1.2108052815191022	0.00081515	-1.0341	0.0027469	-8.3552e+21	2.8128e+22	1.1519e+25	7.3649e+24	-1.4115e+16	2.2079e+16	4.5176e+17	1.0924e+17	
-1	04.06.2022	13:16:35	34.7	1.2161586314208837	0.00049641	-1.0302	0.0022109	1.7099e+22	2.1359e+22	1.2915e+25	5.9654e+24	-4.0464e+15	1.6715e+16	4.3353e+17	8.4679e+16	
-1	04.06.2022	13:19:35	35.1	1.2217256374537415	0.0004453	-1.0408	0.0020941	1.5852e+22	2.0607e+22	1.7578e+25	5.6548e+24	-2.0055e+16	1.576e+16	2.216e+17	8.0088e+16	
-1	04.06.2022	13:22:35	35.4	1.2274803404492336	0.00029868	-1.0344	0.0017085	1.3852e+22	5.937e+21	1.0247e+25	4.6928e+24	-2.7854e+16	1.2907e+16	3.7813e+17	6.5945e+16	
-1	04.06.2022	13:25:35	35.8	1.2334263348418164	0.00034146	-1.0167	0.0017334	-4.0805e+22	1.8394e+22	-3.5424e+24	4.6014e+24	-2.826e+16	1.4208e+16	5.8848e+17	7.0082e+16	
-1	04.06.2022	13:28:35	36.2	1.2395673696024678	0.00031199	-1.0274	0.0017489	-1.32e+22	1.5978e+22	1.1578e+25	4.7076e+24	-1.3802e+16	1.3471e+16	4.5395e+17	6.7238e+16	
-1	04.06.2022	13:31:35	36.6	1.2459073498872288	0.00033721	-1.0245	0.0017986	-2.428e+22	1.6789e+22	1.1077e+25	4.7843e+24	-1.9602e+16	1.4137e+16	6.3672e+17	6.9794e+16	
-1	04.06.2022	13:34:35	37	1.252450351530465	0.00038152	-1.0204	0.00193	-2.3612e+22	2.1964e+22	9.2703e+24	5.2335e+24	-3.2608e+16	1.4624e+16	6.9094e+17	7.4168e+16	
-1	04.06.2022	13:37:35	37.4	1.2592006222452743	0.00041858	-1.0196	0.0020351	2.9753e+22	2.0347e+22	5.263e+24	5.4395e+24	-1.6499e+16	1.5446e+16	6.7757e+17	7.781e+16	
-1	04.06.2022	13:40:35	37.8	1.2661625915727244	0.00045462	-1.0271	0.0021137	5.6667e+21	2.0325e+22	1.4579e+25	5.7274e+24	-1.0775e+16	1.6208e+16	7.5911e+17	8.127e+16	
-1	04.06.2022	13:43:35	38.2	1.2733408720123816	0.00039511	-1.0196	0.0019687	-2.1716e+22	1.9732e+22	9.6048e+24	5.3293e+24	-9.2709e+15	1.5182e+16	8.6241e+17	7.5765e+16	
-1	04.06.2022	13:46:35	38.7	1.2807402761696027	0.00044202	-1.0203	0.0020812	-2.8571e+20	1.9566e+22	1.2697e+25	5.632e+24	-3.0605e+16	1.5994e+16	9.3969e+17	8.0298e+16	
-1	04.06.2022	13:49:35	39.1	1.28836581890665	0.00047621	-1.0249	0.0021546	-1.4089e+22	2.0875e+22	1.1308e+25	5.8273e+24	-2.6536e+16	1.6668e+16	1.0041e+18	8.3328e+16	
-1	04.06.2022	13:52:35	39.5	1.2962227293479065	0.00047179	-1.0266	0.002158	1.952e+21	7.1418e+21	1.1618e+25	5.8641e+24	-2.4029e+16	1.6209e+16	9.9948e+17	8.2422e+16	
-1	04.06.2022	13:55:35	39.9	1.3043164531386149	0.00066649	-1.0124	0.002542	-3.9657e+22	2.4168e+22	1.4005e+24	6.8397e+24	-2.6224e+16	1.9785e+16	1.2236e+18	9.8316e+16	
-1	04.06.2022	13:58:35	40.4	1.3126526727075343	0.00069216	-1.0087	0.0025881	-3.7077e+22	2.432e+22	5.1016e+23	6.9892e+24	-2.225e+16	2.0057e+16	1.268e+18	1.0052e+17	
-1	04.06.2022	14:01:35	40.8	1.3212373107433442	0.00061263	-1.0173	0.0024487	-5.6106e+21	2.2376e+22	1.9841e+24	6.5766e+24	-2.5769e+16	1.8939e+16	1.3082e+18	9.3983e+16	
-1	04.06.2022	14:04:35	41.3	1.3300765448652774	0.00061656	-1.0289	0.0024657	-6.4394e+21	2.2262e+22	1.6943e+25	6.6573e+24	-7.7585e+15	1.889e+16	1.2942e+18	9.4385e+16	
-1	04.06.2022	14:07:35	41.7	1.339176811324695	0.00061296	-1.0285	0.0024592	1.1869e+22	1.1837e+22	1.5549e+25	6.9095e+24	-2.3664e+16	1.8766e+16	1.3104e+18	9.4002e+16	
-1	04.06.2022	14:10:35	42.1	1.34854482920475	0.00082029	-1.0287	0.0028559	-7.6339e+21	2.5465e+22	1.3899e+25	7.6749e+24	-1.9276e+16	2.1745e+16	1.4464e+18	1.0874e+17	
-1	04.06.2022	14:13:35	42.6	1.3581876078354327	0.00075459	-1.0323	0.0027291	-9.7737e+21	2.6915e+22	1.9015e+25	7.3784e+24	-2.7468e+16	2.0929e+16	1.5016e+18	1.0479e+17	
-1	04.06.2022	14:16:35	43	1.3681124539124216	0.00085839	-1.0384	0.0029128	-1.028e+22	2.7318e+22	1.83e+25	7.8662e+24	-1.493e+16	2.231e+16	1.5944e+18	1.1157e+17	
-1	04.06.2022	14:19:35	43.5	1.3783269992146305	0.00089195	-1.0386	0.0029619	-2.2999e+22	2.7647e+22	1.8741e+25	7.9982e+24	-1.5775e+16	2.2769e+16	1.6291e+18	1.1377e+17	
-1	04.06.2022	14:22:35	43.9	1.388839207602737	0.00093757	-1.0395	0.0030692	-1.03e+22	2.8271e+22	2.3575e+25	8.239e+24	-3.3468e+16	2.3072e+16	1.6369e+18	1.162e+17	
-1	04.06.2022	14:25:35	44.4	1.3996573962640888	0.00096808	-1.0415	0.0031061	-1.1955e+22	2.7826e+22	2.2228e+25	8.3724e+24	-1.9491e+16	2.3589e+16	1.6971e+18	1.1817e+17	
-1	04.06.2022	14:28:35	44.9	1.4107902436308677	0.0011254	-1.0408	0.0033532	2.8263e+22	3.0448e+22	2.2969e+25	9.021e+24	-3.3269e+16	2.511e+16	1.9058e+18	1.2752e+17	
-1	04.06.2022	14:31:35	45.3	1.422246822592844	0.0010367	-1.042	0.0032	-4.9249e+21	3.2196e+22	2.6513e+25	8.651e+24	-1.8037e+16	2.4585e+16	1.9129e+18	1.227e+17	
-1	04.06.2022	14:34:35	45.8	1.434036610956675	0.0010708	-1.0399	0.0032579	-4.0541e+21	3.0069e+22	1.7543e+25	8.7974e+24	-4.1566e+16	2.4774e+16	1.9714e+18	1.2462e+17	
-1	04.06.2022	14:37:35	46.3	1.4461695178020606	0.0013418	-1.0425	0.003694	6.1883e+20	3.7742e+22	2.3508e+25	9.8514e+24	-2.397e+16	2.7383e+16	2.1014e+18	1.4178e+17	
-1	04.06.2022	14:40:35	46.7	1.4586558952051392	0.0015272	-1.0241	0.003897	-2.3325e+22	3.6814e+22	1.1221e+25	1.0516e+25	-3.3685e+16	2.9702e+16	2.2962e+18	1.4856e+17	
-1	04.06.2022	14:43:35	47.2	1.4715065786642712	0.0014968	-1.0222	0.0038385	-2.4754e+22	3.7246e+22	1.3669e+25	1.0371e+25	-3.2853e+16	2.9536e+16	2.4071e+18	1.4745e+17	
-1	04.06.2022	14:46:34	47.7	1.4846583637465753	0.0017942	-1.0228	0.004202	-3.9899e+22	3.8707e+22	1.4243e+25	1.1334e+25	-4.103e+16	3.2309e+16	2.426e+18	1.6113e+17	
-1	04.06.2022	14:49:34	48.1	1.4982700061769538	0.0015581	-1.0294	0.0039324	-6.6859e+22	4.2639e+22	1.6409e+25	1.0625e+25	-2.2174e+16	2.9764e+16	2.4799e+18	1.5072e+17	
-1	04.06.2022	14:52:34	48.6	1.5122814978918504	0.0016869	-1.0514	0.0040823	-7.1433e+21	3.725e+22	2.2976e+25	1.1049e+25	-4.4322e+16	3.1192e+16	2.5197e+18	1.5632e+17	
-1	04.06.2022	14:55:34	49.1	1.526705848199122	0.0020426	-1.0622	0.0044929	-9.7754e+21	4.1606e+22	3.5753e+25	1.2123e+25	-3.7398e+16	3.4296e+16	2.6046e+18	1.7217e+17	
-1	04.06.2022	14:58:34	49.6	1.5415566861038186	0.0021424	-1.0584	0.0046382	9.353e+21	4.1313e+22	3.0904e+25	1.2449e+25	-4.5669e+16	3.4764e+16	2.8078e+18	1.7579e+17	
-1	04.06.2022	15:01:34	50	1.5568483025795268	0.0017199	-1.0659	0.0041485	-2.2053e+23	4.235e+22	2.8895e+25	1.1183e+25	-3.6943e+15	3.0842e+16	2.8745e+18	1.5749e+17	
-1	04.06.2022	15:04:34	50.5	1.5725956752677472	0.0029543	-1.1117	0.0054654	3.3626e+22	4.847e+22	4.9759e+25	1.4663e+25	-1.8147e+16	4.0286e+16	3.122e+18	2.066e+17	
-1	04.06.2022	15:07:34	51	1.5888145302005303	0.0024644	-1.1156	0.0049566	1.7864e+23	4.1302e+22	6.1438e+25	1.3585e+25	-1.7045e+16	3.7093e+16	3.3101e+18	1.9462e+17	
-1	04.06.2022	15:10:34	51.5	1.6055213723632529	0.0024967	-1.1196	0.0050498	5.6574e+22	4.8709e+22	5.0823e+25	1.3497e+25	-2.904e+16	3.7177e+16	3.2093e+18	1.8958e+17	
-1	04.06.2022	15:13:33	52	1.6226364889047622	0.0033002	-1.1243	0.0058241	7.9157e+22	5.7201e+22	5.9001e+25	1.5545e+25	-1.5728e+16	4.2616e+16	3.5118e+18	2.1736e+17	
-1	04.06.2022	15:16:34	52.4	1.6404692422182559	0.012272	-1.163	0.011092	7.5376e+22	1.0231e+23	7.997e+25	2.9865e+25	-4.3946e+16	8.2452e+16	3.7744e+18	4.1837e+17	
-1	04.06.2022	15:19:34	52.9	1.6587476325783332	0.012194	-1.1233	0.011016	5.4541e+22	1.1898e+23	7.0137e+25	2.9769e+25	-7.3726e+16	8.2994e+16	4.1299e+18	4.194e+17	
-1	04.06.2022	15:22:34	53.4	1.6775888613252452	0.0086374	-1.0753	0.0092572	1.5725e+23	9.1243e+22	5.9918e+25	2.5182e+25	-2.8518e+16	6.8778e+16	4.157e+18	3.5268e+17	
-1	04.06.2022	15:25:33	53.9	1.696904552282792	0.0091561	-1.0428	0.0095157	-3.7222e+22	8.984e+22	3.6512e+25	2.5727e+25	-4.6221e+16	7.2721e+16	4.3063e+18	3.6447e+17	
-1	04.06.2022	15:28:33	54.4	1.7169327497487215	0.0063227	-1.0375	0.0079732	-3.2205e+22	7.5736e+22	4.038e+25	2.144e+25	-5.072e+16	5.9418e+16	4.2751e+18	3.0163e+17	
-1	04.06.2022	15:31:33	54.9	1.7375907112211346	0.0059341	-1.0365	0.0076757	-3.5345e+22	7.603e+22	3.4617e+25	2.0719e+25	-4.6933e+16	5.8361e+16	4.2838e+18	2.9251e+17	
-1	04.06.2022	15:34:33	55.4	1.7589032399757236	0.0056969	-1.0482	0.0075382	-2.2641e+22	8.1419e+22	3.1534e+25	2.0336e+25	-5.0046e+16	5.7084e+16	4.4635e+18	2.878e+17	
-1	04.06.2022	15:37:33	55.8	1.7808965103588321	0.0055311	-1.0879	0.0075731	4.2611e+22	6.2714e+22	4.2293e+25	2.0592e+25	-1.3972e+16	5.5326e+16	4.4381e+18	2.8323e+17	
-1	04.06.2022	15:40:33	56.3	1.803598141260092	0.0057796	-1.0919	0.0076387	-3.2834e+22	8.0821e+22	4.8038e+25	2.0486e+25	-3.7614e+16	5.678e+16	4.8673e+18	2.8831e+17	
-1	04.06.2022	15:43:32	56.8	1.8269050165668659	0.005973	-1.0729	0.0077098	-1.1668e+23	5.9129e+22	4.1066e+25	2.0829e+25	-6.8748e+16	5.7475e+16	4.8861e+18	2.9301e+17	
-1	04.06.2022	15:46:32	57.3	1.8511082588110779	0.0067606	-1.075	0.0082262	-4.0164e+22	7.7114e+22	5.0992e+25	2.212e+25	-3.7701e+16	6.2069e+16	5.0774e+18	3.1174e+17	
-1	04.06.2022	15:49:32	57.8	1.876112383230028	0.0077447	-1.0897	0.008803	-3.0281e+22	7.3464e+22	5.3994e+25	2.3705e+25	-4.5568e+16	6.5577e+16	5.2659e+18	3.3432e+17	
-1	04.06.2022	15:52:32	58.3	1.901951935487279	0.0080976	-1.105	0.0090655	2.4554e+22	8.0093e+22	6.4607e+25	2.4285e+25	-9.5437e+14	6.6526e+16	5.4998e+18	3.4169e+17	
-1	04.06.2022	15:55:32	58.8	1.928663536850995	0.0079159	-1.0918	0.0089606	5.3724e+22	8.0239e+22	5.5452e+25	2.4025e+25	-2.8919e+16	6.614e+16	5.7156e+18	3.4008e+17	
-1	04.06.2022	15:58:32	59.3	1.9562860156739101	0.0086097	-1.1115	0.0093224	-8.0607e+21	8.9868e+22	6.0005e+25	2.5016e+25	-3.0649e+16	6.8965e+16	5.878e+18	3.5181e+17	
-1	04.06.2022	16:01:32	59.7	1.984860586753563	0.0099162	-1.1171	0.010032	1.3837e+21	8.4232e+22	6.2045e+25	2.689e+25	-3.8616e+16	7.4808e+16	6.0529e+18	3.8349e+17	
-1	04.06.2022	16:04:32	60.2	2.0144310085814823	0.010236	-1.1222	0.010158	-3.0429e+22	9.9784e+22	6.9681e+25	2.7375e+25	-1.2284e+16	7.4928e+16	6.4335e+18	3.8429e+17	
-1	04.06.2022	16:07:31	60.7	2.044870782426082	0.011367	-1.1222	0.010737	3.6184e+21	9.6148e+22	7.1309e+25	2.8768e+25	-1.5702e+16	7.894e+16	6.6587e+18	4.0479e+17	
-1	04.06.2022	16:10:31	61.2	2.076569294276963	0.012273	-1.1281	0.011146	6.4806e+22	9.8157e+22	7.3758e+25	2.991e+25	-3.2019e+16	8.2684e+16	6.7752e+18	4.1924e+17	
-1	04.06.2022	16:13:31	61.7	2.1094121575629123	0.01242	-1.1306	0.011286	7.9019e+22	1.1145e+23	7.5421e+25	3.0158e+25	-3.9032e+16	8.2881e+16	7.0924e+18	4.2211e+17	
-1	04.06.2022	16:16:31	62.2	2.1434555626821625	0.014068	-1.1317	0.011901	4.3119e+22	1.1576e+23	7.186e+25	3.2055e+25	-3.3159e+16	8.7908e+16	7.2663e+18	4.4991e+17	
-1	04.06.2022	16:19:31	62.7	2.178759497056041	0.014171	-1.1402	0.011906	-1.5256e+23	1.4694e+23	7.9087e+25	3.2335e+25	-1.6248e+16	8.8188e+16	7.5325e+18	4.5019e+17	
-1	04.06.2022	16:22:31	63.2	2.2153880358248954	0.015331	-1.1456	0.012457	9.1164e+22	1.1822e+23	8.4949e+25	3.3466e+25	-3.0095e+16	9.2142e+16	7.8619e+18	4.7383e+17	
-1	04.06.2022	16:25:31	63.7	2.25340971044654	0.017245	-1.155	0.013309	7.8593e+22	1.2359e+23	9.0465e+25	3.5559e+25	-3.365e+16	9.7415e+16	8.2239e+18	4.9683e+17	
-1	04.06.2022	16:28:31	64.1	2.292897864494607	0.018847	-1.1679	0.013881	-3.2396e+21	1.1515e+23	1.0373e+26	3.717e+25	-1.4451e+16	1.0224e+17	8.3214e+18	5.1945e+17	
-1	04.06.2022	16:31:31	64.6	2.3339311359560835	0.020989	-1.1617	0.014595	8.1833e+22	1.2766e+23	9.5286e+25	3.9141e+25	-2.7364e+16	1.0799e+17	8.7653e+18	5.4808e+17	
-1	04.06.2022	16:34:31	65.1	2.376593912658247	0.020779	-1.1502	0.014567	3.9596e+22	1.3139e+23	8.779e+25	3.8988e+25	-2.9915e+16	1.074e+17	8.9116e+18	5.4565e+17	
-1	04.06.2022	16:37:31	65.6	2.420976833448166	0.02271	-1.1558	0.015068	-5.2075e+22	1.2108e+23	9.8498e+25	4.0693e+25	-3.9003e+16	1.1174e+17	9.4206e+18	5.7835e+17	
-1	04.06.2022	16:40:31	66.1	2.467177438005163	0.023225	-1.1713	0.01525	9.5331e+22	1.3883e+23	1.1625e+26	4.1141e+25	-1.6042e+16	1.1399e+17	9.5879e+18	5.7761e+17	
-1	04.06.2022	16:43:30	66.6	2.5150279233482187	0.024742	-1.1697	0.015744	1.3873e+23	1.5351e+23	1.027e+26	4.2479e+25	-4.2036e+16	1.1807e+17	1.0179e+19	5.9664e+17	
-1	04.06.2022	16:46:30	67.1	2.565175714013309	0.025466	-1.1562	0.016019	-2.4617e+23	1.2857e+23	9.589e+25	4.3154e+25	-8.9134e+15	1.1796e+17	1.0479e+19	6.0694e+17	
-1	04.06.2022	16:49:30	67.5	2.617481321031755	0.026209	-1.1384	0.016195	7.3402e+22	1.3795e+23	9.3214e+25	4.3721e+25	-2.507e+16	1.21e+17	1.0605e+19	6.1543e+17	
-1	04.06.2022	16:52:30	68	2.672077118726023	0.030554	-1.1573	0.017499	-6.9731e+20	1.3635e+23	1.1638e+26	4.7194e+25	-1.4666e+16	1.2936e+17	1.0884e+19	6.6517e+17	
-1	04.06.2022	16:55:30	68.5	2.7291065788495272	0.032555	-1.1561	0.018216	3.3216e+22	1.6382e+23	9.8113e+25	4.8813e+25	-5.5087e+16	1.3459e+17	1.1311e+19	6.8296e+17	
-1	04.06.2022	16:58:30	69	2.788725413774687	0.033649	-1.1578	0.018357	1.8041e+23	1.4045e+23	1.1232e+26	4.9576e+25	-7.8686e+15	1.3545e+17	1.1676e+19	6.9734e+17	
-1	04.06.2022	17:01:29	69.5	2.850748372737041	0.034854	-1.1587	0.01888	4.037e+22	1.7259e+23	1.1101e+26	5.0505e+25	-3.0239e+16	1.3917e+17	1.2389e+19	7.0708e+17	
-1	04.06.2022	17:04:29	69.9	2.9160519023334794	0.041106	-1.1626	0.020383	-1.834e+22	1.9498e+23	1.0867e+26	5.4727e+25	-4.9258e+16	1.5046e+17	1.2551e+19	7.7121e+17	
-1	04.06.2022	17:07:29	70.4	2.984498359695357	0.04658	-1.1613	0.021718	-7.7726e+22	2.0851e+23	1.2446e+26	5.8351e+25	3.2375e+15	1.6106e+17	1.3066e+19	8.2333e+17	
-1	04.06.2022	17:10:29	70.9	3.0563074967284027	0.042968	-1.1265	0.020725	-1.1774e+23	1.6886e+23	1.0924e+26	5.5977e+25	-4.7946e+16	1.5404e+17	1.3054e+19	7.9331e+17	
-1	04.06.2022	17:13:29	71.4	3.13172003345349	0.047704	-1.1408	0.021855	2.6087e+23	1.8727e+23	1.0759e+26	5.9259e+25	-5.6318e+16	1.619e+17	1.396e+19	8.3653e+17	
-1	04.06.2022	17:16:29	71.9	3.211000141607985	0.049741	-1.1167	0.022295	3.5533e+22	2.2179e+23	1.0454e+26	6.0231e+25	-5.3051e+16	1.6619e+17	1.3807e+19	8.5802e+17	
-1	04.06.2022	17:19:28	72.3	3.2939628764854674	0.050194	-1.1179	0.022696	-1.0511e+23	2.0654e+23	1.0326e+26	6.0592e+25	-5.424e+16	1.6859e+17	1.4352e+19	8.6405e+17	
-1	04.06.2022	17:22:28	72.8	3.381854084461077	0.056775	-1.1296	0.023936	-1.5151e+23	2.1008e+23	1.1524e+26	6.4347e+25	-4.5835e+16	1.7643e+17	1.4952e+19	9.0489e+17	
-1	04.06.2022	17:25:28	73.3	3.4745761474116694	0.053753	-1.079	0.02327	-1.3638e+23	1.9827e+23	8.5992e+25	6.2624e+25	-7.9571e+16	1.7338e+17	1.4519e+19	8.8302e+17	
-1	04.06.2022	17:28:28	73.7	3.57252129938415	0.058319	-1.0888	0.024082	1.9701e+22	2.3992e+23	9.8551e+25	6.5004e+25	-1.3231e+17	1.8098e+17	1.4919e+19	9.219e+17	
-1	04.06.2022	17:31:27	74.2	3.6755333366439267	0.070732	-1.1125	0.026701	-7.0935e+22	2.262e+23	1.099e+26	7.1663e+25	-1.0914e+17	1.9949e+17	1.5945e+19	1.0089e+18	
-1	04.06.2022	17:34:27	74.7	3.785246468775802	0.070796	-1.0756	0.02666	3.6341e+22	2.5223e+23	8.2698e+25	7.1575e+25	-1.3535e+17	1.985e+17	1.625e+19	1.0126e+18	
-1	04.06.2022	17:37:27	75.1	3.9016437794236043	0.071396	-1.0653	0.02663	1.2819e+22	9.2544e+22	8.018e+25	7.2671e+25	-1.754e+17	1.9931e+17	1.6618e+19	1.0134e+18	
-1	04.06.2022	17:40:26	75.6	4.02462478001146	0.078328	-1.0752	0.028048	-1.836e+23	2.6315e+23	9.3249e+25	7.5306e+25	-1.1572e+17	2.1091e+17	1.7056e+19	1.0612e+18	
-1	04.06.2022	17:43:26	76.1	4.1562441945348585	0.088645	-1.0835	0.029644	3.269e+22	2.3296e+23	9.722e+25	8.0271e+25	-1.23e+17	2.2136e+17	1.8199e+19	1.1366e+18	
-1	04.06.2022	17:46:25	76.5	4.295801962526331	0.10152	-1.0973	0.031981	-1.9355e+22	2.4552e+23	1.2382e+26	8.6011e+25	-1.0323e+17	2.3647e+17	1.872e+19	1.2133e+18	
-1	04.06.2022	17:49:25	77	4.445727374517347	0.1063	-1.0888	0.032808	-1.5988e+23	3.157e+23	1.1828e+26	8.7795e+25	-1.4516e+17	2.431e+17	1.9303e+19	1.2373e+18	
-1	04.06.2022	17:52:24	77.5	4.605336720485816	0.11878	-1.081	0.034491	2.212e+23	3.4927e+23	1.0331e+26	9.2873e+25	-2.4442e+17	2.5907e+17	2.007e+19	1.3229e+18	
-1	04.06.2022	17:55:23	77.9	4.776551868462665	0.13045	-1.0796	0.036015	2.6662e+23	3.109e+23	1.1026e+26	9.716e+25	-1.6278e+17	2.704e+17	2.0746e+19	1.3681e+18	
-1	04.06.2022	17:58:22	78.4	4.960653296028093	0.1442	-1.0903	0.038176	-2.9528e+23	3.6215e+23	1.1009e+26	1.022e+26	-2.0937e+17	2.8326e+17	2.1671e+19	1.4405e+18	
-1	04.06.2022	18:01:21	78.8	5.159116692997731	0.16287	-1.1026	0.040388	-1.1813e+23	2.7913e+23	1.4389e+26	1.0887e+26	-2.1949e+17	3.0058e+17	2.248e+19	1.5354e+18	
-1	04.06.2022	18:04:20	79.3	5.373651668968193	0.18651	-1.104	0.043185	-1.8127e+23	3.7271e+23	1.1973e+26	1.161e+26	-1.8506e+17	3.2482e+17	2.3528e+19	1.6363e+18	
-1	04.06.2022	18:07:19	79.7	5.606249993996145	0.20193	-1.1011	0.04468	6.8157e+23	3.9256e+23	1.2808e+26	1.2093e+26	-2.3978e+17	3.361e+17	2.3794e+19	1.7176e+18	
-1	04.06.2022	18:10:18	80.2	5.8592462938829835	0.21453	-1.0614	0.045989	9.194e+23	4.6435e+23	1.3152e+26	1.2488e+26	-2.9453e+17	3.4517e+17	2.4448e+19	1.7671e+18	
-1	04.06.2022	18:13:18	80.6	6.137008804894627	0.25291	-1.0937	0.049884	1.0846e+24	5.0303e+23	1.6588e+26	1.355e+26	-3.2321e+17	3.7476e+17	2.576e+19	1.9177e+18	
-1	04.06.2022	18:16:18	81.1	6.441513951516849	0.27194	-1.039	0.052192	-4.5404e+23	4.9836e+23	1.0442e+26	1.4013e+26	-3.1519e+17	3.8996e+17	2.5897e+19	1.9784e+18	
-1	04.06.2022	18:19:17	81.5	6.7747986622760035	0.35884	-1.1247	0.059988	3.4224e+23	2.715e+23	1.9891e+26	1.6302e+26	-2.9584e+17	4.4766e+17	2.8888e+19	2.2756e+18	
-1	04.06.2022	18:22:15	82	7.1410567585324625	0.40956	-1.1307	0.063697	-2.6861e+23	6.0732e+23	1.8083e+26	1.7214e+26	-3.9543e+17	4.779e+17	2.9685e+19	2.4357e+18	
-1	04.06.2022	18:25:14	82.4	7.550159593284887	0.48236	-1.1118	0.068852	-1.4465e+23	5.0317e+23	1.5903e+26	1.8637e+26	-3.9189e+17	5.1659e+17	3.1689e+19	2.6375e+18	
-1	04.06.2022	18:28:12	82.8	8.004571132416391	0.53806	-1.137	0.073114	2.7982e+23	2.7043e+23	1.3717e+26	2.0898e+26	-5.8531e+17	5.6171e+17	3.3146e+19	2.7846e+18	
